filename,plate_text,x,y,w,h,notes
2435.jpg,皖A·D19966,148,422,406,89,ccpd_tilt=90_254
2436.jpg,皖A·D69090,172,465,387,93,ccpd_tilt=91_259
2437.jpg,皖A·D46968,175,509,350,103,ccpd_tilt=89_266
2438.jpg,皖A·F15127,193,518,350,103,ccpd_tilt=90_241
2439.jpg,皖A·D31848,161,430,350,102,ccpd_tilt=91_256
2440.jpg,皖A·F05980,210,588,329,110,ccpd_tilt=92_264
2441.jpg,皖A·D19535,283,451,286,139,ccpd_tilt=98_250
2442.jpg,皖A·D11500,175,472,354,102,ccpd_tilt=88_269
2443.jpg,皖A·D43131,194,512,354,101,ccpd_tilt=89_257
2444.jpg,皖A·D32696,143,558,354,101,ccpd_tilt=90_261
2445.jpg,皖A·D19979,189,509,354,102,ccpd_tilt=90_264
2446.jpg,皖A·D53988,152,506,354,102,ccpd_tilt=92_263
2447.jpg,皖C·F00585,172,469,326,111,ccpd_tilt=91_264
2448.jpg,皖A·D13699,213,512,343,105,ccpd_tilt=88_259
2449.jpg,皖A·D16611,124,516,392,92,ccpd_tilt=90_257
2450.jpg,皖A·D67879,181,507,343,105,ccpd_tilt=93_251
2451.jpg,皖A·D48522,218,558,370,97,ccpd_tilt=91_238
2452.jpg,皖A·DC5218,171,513,358,100,ccpd_tilt=90_249
2453.jpg,皖A·DC2360,137,512,358,100,ccpd_tilt=91_254
2454.jpg,皖A·D58156,129,506,358,101,ccpd_tilt=91_267
2455.jpg,皖A·D19081,204,517,358,101,ccpd_tilt=92_258
2456.jpg,皖A·D18217,188,515,366,98,ccpd_tilt=89_263
2457.jpg,皖A·D40168,132,515,366,98,ccpd_tilt=89_266
2458.jpg,皖A·F07568,188,522,366,98,ccpd_tilt=91_263
2459.jpg,皖A·D86766,143,520,362,100,ccpd_tilt=90_245
2460.jpg,皖A·D02188,181,520,362,100,ccpd_tilt=90_256
2461.jpg,皖A·F00198,177,552,362,100,ccpd_tilt=90_257
2462.jpg,皖A·D59155,143,513,362,99,ccpd_tilt=90_258
2463.jpg,皖A·D81809,129,465,362,99,ccpd_tilt=92_248
2464.jpg,皖A·D00328,137,516,417,86,ccpd_tilt=90_252
2465.jpg,皖A·D12777,156,509,397,91,ccpd_tilt=90_261
2466.jpg,皖A·D02940,217,435,319,125,ccpd_tilt=96_258
2467.jpg,皖A·DC9850,185,507,320,113,ccpd_tilt=90_266
2468.jpg,皖A·09670D,186,550,347,104,ccpd_tilt=89_256
2469.jpg,皖A·D38811,183,500,407,88,ccpd_tilt=89_258
2470.jpg,苏C·D07207,141,496,407,89,ccpd_tilt=90_260
2471.jpg,皖A·DA9281,181,544,333,109,ccpd_tilt=94_261
2472.jpg,皖A·D99929,239,486,297,122,ccpd_tilt=95_258
2473.jpg,皖A·DC0658,169,516,379,95,ccpd_tilt=90_257
2474.jpg,皖A·D52766,136,550,379,95,ccpd_tilt=91_261
2475.jpg,皖A·D58518,105,549,340,106,ccpd_tilt=89_267
2476.jpg,皖A·D34282,230,550,351,103,ccpd_tilt=90_261
2477.jpg,皖A·D12346,170,511,351,102,ccpd_tilt=92_249
2478.jpg,皖A·D19117,182,479,375,96,ccpd_tilt=89_261
2479.jpg,皖A·D82258,127,481,393,92,ccpd_tilt=90_259
2480.jpg,皖A·D87171,127,567,393,92,ccpd_tilt=90_259
2481.jpg,皖A·D53988,129,507,393,92,ccpd_tilt=91_251
2482.jpg,皖A·D26628,197,509,355,102,ccpd_tilt=88_266
2483.jpg,皖A·DC3125,92,515,355,102,ccpd_tilt=90_260
2484.jpg,皖A·D87386,200,505,371,97,ccpd_tilt=89_269
2485.jpg,皖A·D07111,204,518,371,98,ccpd_tilt=90_259
2486.jpg,皖A·DB7780,190,468,344,105,ccpd_tilt=90_268
2487.jpg,皖A·D80892,171,509,337,108,ccpd_tilt=91_90
2488.jpg,皖A·D49900,190,511,337,107,ccpd_tilt=92_246
2489.jpg,皖A·D55222,206,549,327,110,ccpd_tilt=90_262
2490.jpg,皖A·D61338,143,516,359,101,ccpd_tilt=88_256
2491.jpg,皖A·DB8950,184,467,359,100,ccpd_tilt=90_262
2492.jpg,皖A·D12600,185,511,359,100,ccpd_tilt=90_266
2493.jpg,皖A·D58867,179,473,359,101,ccpd_tilt=90_268
2494.jpg,皖A·F07636,189,515,359,101,ccpd_tilt=91_254
2495.jpg,皖A·D19899,163,480,367,98,ccpd_tilt=89_261
2496.jpg,皖A·F10678,199,507,367,99,ccpd_tilt=91_248
2497.jpg,沪A·F65896,132,476,363,99,ccpd_tilt=89_248
2498.jpg,皖A·D20939,181,548,363,99,ccpd_tilt=90_249
2499.jpg,皖A·D10116,167,520,363,100,ccpd_tilt=91_267
2500.jpg,皖A·D12777,155,512,408,88,ccpd_tilt=90_258
2501.jpg,皖A·D10812,141,548,324,111,ccpd_tilt=94_256
2502.jpg,粤B·D51270,205,460,285,140,ccpd_tilt=100_242
2503.jpg,皖A·D12777,110,513,435,83,ccpd_tilt=90_249
2504.jpg,皖A·D16880,180,515,380,95,ccpd_tilt=90_259
2505.jpg,皖A·D77888,213,523,380,95,ccpd_tilt=92_264
2506.jpg,皖A·D55592,175,520,389,93,ccpd_tilt=89_267
2507.jpg,皖A·D16668,99,550,318,114,ccpd_tilt=90_256
2508.jpg,皖A·D81682,208,470,352,103,ccpd_tilt=88_263
2509.jpg,皖A·D12777,171,557,376,96,ccpd_tilt=89_256
2510.jpg,皖A·D44221,187,548,356,102,ccpd_tilt=88_262
2511.jpg,皖A·F00197,193,515,356,102,ccpd_tilt=90_265
2512.jpg,皖A·D45861,144,516,372,97,ccpd_tilt=90_266
2513.jpg,皖A·D97876,133,491,399,91,ccpd_tilt=90_254
2514.jpg,皖A·DA8062,152,511,345,105,ccpd_tilt=90_255
2515.jpg,皖A·D81682,200,468,360,101,ccpd_tilt=90_260
2516.jpg,皖A·F11777,183,507,360,101,ccpd_tilt=90_261
2517.jpg,粤B·F24960,184,472,360,101,ccpd_tilt=91_227
2518.jpg,皖A·DC3122,181,506,345,105,ccpd_tilt=91_249
2519.jpg,皖A·F00968,161,472,360,101,ccpd_tilt=91_262
2520.jpg,皖A·DB8099,174,506,364,100,ccpd_tilt=90_263
2521.jpg,皖A·D65718,156,513,338,107,ccpd_tilt=90_269
2522.jpg,皖A·D57568,223,472,338,108,ccpd_tilt=92_251
2523.jpg,皖A·D11660,211,509,338,108,ccpd_tilt=92_257
2524.jpg,皖A·D18116,250,469,328,111,ccpd_tilt=87_271
2525.jpg,皖A·D05869,147,522,409,88,ccpd_tilt=90_259
2526.jpg,皖A·D21011,165,507,381,95,ccpd_tilt=90_253
2527.jpg,皖A·DB6832,168,553,349,104,ccpd_tilt=90_269
2528.jpg,皖A·D22123,201,420,321,124,ccpd_tilt=94_243
2529.jpg,皖A·D00328,171,548,322,112,ccpd_tilt=88_269
2530.jpg,皖A·D06889,224,444,300,133,ccpd_tilt=99_83
2531.jpg,皖A·D58677,225,500,342,106,ccpd_tilt=92_236
2532.jpg,皖A·D47488,179,516,342,106,ccpd_tilt=92_242
2533.jpg,皖A·F00166,196,473,342,107,ccpd_tilt=93_246
2534.jpg,皖A·D85808,155,474,377,97,ccpd_tilt=91_254
2535.jpg,皖A·D41988,204,560,395,92,ccpd_tilt=90_267
2536.jpg,皖A·D96699,159,517,353,103,ccpd_tilt=89_264
2537.jpg,皖A·D51366,185,513,353,103,ccpd_tilt=90_268
2538.jpg,皖A·D96456,186,550,353,103,ccpd_tilt=90_268
2539.jpg,皖A·D63377,173,517,353,103,ccpd_tilt=91_262
2540.jpg,皖A·D06312,196,455,333,120,ccpd_tilt=96_111
2541.jpg,皖A·D98718,168,518,386,94,ccpd_tilt=90_256
2542.jpg,皖A·D82258,135,549,386,94,ccpd_tilt=90_260
2543.jpg,皖A·F06555,175,549,386,94,ccpd_tilt=90_267
2544.jpg,皖A·F09967,216,550,373,97,ccpd_tilt=90_244
2545.jpg,皖A·D19979,173,520,373,98,ccpd_tilt=90_263
2546.jpg,皖A·F00708,156,570,405,89,ccpd_tilt=90_252
2547.jpg,皖A·D68802,127,548,361,100,ccpd_tilt=88_265
2548.jpg,皖A·D11167,146,476,361,100,ccpd_tilt=89_258
2549.jpg,皖A·D19830,183,481,361,101,ccpd_tilt=89_267
2550.jpg,皖A·F00708,225,560,361,100,ccpd_tilt=91_248
2551.jpg,皖A·D65718,234,553,361,101,ccpd_tilt=91_260
2552.jpg,皖A·D82299,189,548,346,105,ccpd_tilt=87_243
2553.jpg,皖A·D50004,221,504,339,107,ccpd_tilt=88_260
2554.jpg,皖A·D10106,113,588,339,108,ccpd_tilt=88_266
2555.jpg,皖A·D54386,107,513,339,107,ccpd_tilt=90_268
2556.jpg,湘E·D66666,200,467,339,107,ccpd_tilt=92_250
2557.jpg,苏C·D07139,163,478,382,95,ccpd_tilt=89_248
2558.jpg,苏C·D00200,154,472,382,95,ccpd_tilt=91_251
2559.jpg,皖A·DA1855,205,505,326,112,ccpd_tilt=92_268
2560.jpg,皖A·D11110,124,500,421,86,ccpd_tilt=90_247
2561.jpg,苏C·D09608,110,552,462,79,ccpd_tilt=90_241
2562.jpg,皖A·DB6345,87,505,343,106,ccpd_tilt=90_261
2563.jpg,皖A·D32818,197,518,354,103,ccpd_tilt=90_263
2564.jpg,皖A·D16898,170,398,306,131,ccpd_tilt=85_257
2565.jpg,皖A·D08255,171,470,301,134,ccpd_tilt=93_256
2566.jpg,皖A·F00198,151,549,387,94,ccpd_tilt=90_266
2567.jpg,皖A·D26629,127,574,401,91,ccpd_tilt=90_264
2568.jpg,皖A·D55644,233,595,374,97,ccpd_tilt=88_242
2569.jpg,皖A·D75258,157,515,374,97,ccpd_tilt=90_255
2570.jpg,皖A·D52666,167,511,374,97,ccpd_tilt=91_251
2571.jpg,皖A·D00657,176,518,374,98,ccpd_tilt=92_261
2572.jpg,皖A·D86123,149,517,406,90,ccpd_tilt=90_245
2573.jpg,皖A·D08815,151,501,406,89,ccpd_tilt=91_268
2574.jpg,皖A·D50004,157,557,358,101,ccpd_tilt=91_258
2575.jpg,皖A·F01601,176,506,358,102,ccpd_tilt=92_257
2576.jpg,皖A·D00657,199,507,370,99,ccpd_tilt=91_243
2577.jpg,皖A·D11945,144,506,370,99,ccpd_tilt=91_244
2578.jpg,皖A·D19005,166,470,333,110,ccpd_tilt=91_269
2579.jpg,皖A·D11945,206,548,333,109,ccpd_tilt=93_256
2580.jpg,皖A·DA5558,196,506,362,101,ccpd_tilt=91_268
2581.jpg,皖A·D61555,168,512,366,99,ccpd_tilt=89_257
2582.jpg,皖A·DB6086,195,511,366,99,ccpd_tilt=90_252
2583.jpg,皖A·D55660,198,548,366,99,ccpd_tilt=90_261
2584.jpg,皖A·D37963,179,513,366,99,ccpd_tilt=90_262
2585.jpg,皖A·F08992,112,506,347,105,ccpd_tilt=90_250
2586.jpg,皖A·D30300,220,513,347,105,ccpd_tilt=90_264
2587.jpg,皖A·D06809,179,511,347,105,ccpd_tilt=91_90
2588.jpg,皖A·D26628,212,512,347,105,ccpd_tilt=92_260
2589.jpg,皖A·D19819,185,549,392,93,ccpd_tilt=88_236
2590.jpg,皖A·D31606,216,513,340,107,ccpd_tilt=88_264
2591.jpg,皖A·F07388,239,469,340,107,ccpd_tilt=88_267
2592.jpg,皖A·D46932,181,548,340,107,ccpd_tilt=89_266
2593.jpg,皖A·D01668,162,550,340,107,ccpd_tilt=89_267
2594.jpg,皖A·D00100,156,512,392,93,ccpd_tilt=90_256
2595.jpg,皖A·D56680,174,509,340,108,ccpd_tilt=92_256
2596.jpg,皖A·D87808,170,467,340,107,ccpd_tilt=94_257
2597.jpg,皖A·D67993,145,513,383,95,ccpd_tilt=90_260
2598.jpg,皖A·D66929,165,522,383,95,ccpd_tilt=91_259
2599.jpg,皖A·D04958,160,527,422,86,ccpd_tilt=90_241
2600.jpg,皖A·F18887,111,506,351,104,ccpd_tilt=89_257
2601.jpg,皖A·D19096,165,470,351,104,ccpd_tilt=91_264
2602.jpg,皖A·D53320,160,505,397,92,ccpd_tilt=90_255
2603.jpg,皖A·D69090,120,565,397,92,ccpd_tilt=91_264
2604.jpg,皖A·D28366,198,550,337,108,ccpd_tilt=88_271
2605.jpg,皖A·D47488,176,511,402,90,ccpd_tilt=90_263
2606.jpg,皖A·D60317,181,506,344,106,ccpd_tilt=90_263
2607.jpg,苏C·D02301,191,437,388,94,ccpd_tilt=91_257
2608.jpg,皖A·D53880,199,509,344,107,ccpd_tilt=91_269
2609.jpg,沪A·FE2938,166,439,323,125,ccpd_tilt=94_247
2610.jpg,皖A·F05958,222,518,355,103,ccpd_tilt=90_247
2611.jpg,皖A·D56996,182,517,355,103,ccpd_tilt=92_256
2612.jpg,皖A·D90903,145,571,412,88,ccpd_tilt=90_252
2613.jpg,皖A·D00080,137,517,407,90,ccpd_tilt=90_250
2614.jpg,皖A·D97798,204,505,375,97,ccpd_tilt=90_262
2615.jpg,皖A·D26629,104,517,371,99,ccpd_tilt=89_260
2616.jpg,皖A·D59155,186,515,371,98,ccpd_tilt=89_265
2617.jpg,皖A·F00095,176,504,371,98,ccpd_tilt=92_263
2618.jpg,皖A·D29298,174,518,367,100,ccpd_tilt=89_261
2619.jpg,皖A·D86766,137,516,367,100,ccpd_tilt=90_266
2620.jpg,皖A·F08518,111,558,367,99,ccpd_tilt=91_259
2621.jpg,皖A·D17708,147,523,393,93,ccpd_tilt=91_229
2622.jpg,皖A·DB2676,207,511,348,105,ccpd_tilt=90_267
2623.jpg,皖A·D10005,145,472,384,95,ccpd_tilt=91_254
2624.jpg,皖A·D93598,194,511,341,107,ccpd_tilt=90_251
2625.jpg,皖A·DB8636,243,511,191,191,ccpd_tilt=62_294
2626.jpg,皖A·D08798,293,416,258,157,ccpd_tilt=79_257
2627.jpg,皖G·D13333,231,557,352,103,ccpd_tilt=91_244
2628.jpg,皖A·D79328,155,560,352,104,ccpd_tilt=92_244
2629.jpg,皖A·D12957,223,469,352,104,ccpd_tilt=92_260
2630.jpg,皖A·D45582,163,511,403,90,ccpd_tilt=90_260
2631.jpg,皖A·F00708,131,520,408,90,ccpd_tilt=90_239
2632.jpg,皖A·D65395,188,547,338,108,ccpd_tilt=89_266
2633.jpg,皖A·D12168,162,511,376,97,ccpd_tilt=90_260
2634.jpg,皖A·D41988,185,523,376,97,ccpd_tilt=90_261
2635.jpg,皖A·D61567,196,507,376,98,ccpd_tilt=90_262
2636.jpg,皖A·D15686,140,588,356,103,ccpd_tilt=90_264
2637.jpg,皖A·D13866,181,509,356,103,ccpd_tilt=91_253
2638.jpg,皖A·D00187,141,553,345,106,ccpd_tilt=90_266
2639.jpg,皖A·D09855,211,472,345,106,ccpd_tilt=92_255
2640.jpg,皖A·D41988,200,506,345,106,ccpd_tilt=92_258
2641.jpg,皖A·D75258,145,468,360,102,ccpd_tilt=88_265
2642.jpg,皖A·D27277,257,512,372,98,ccpd_tilt=90_247
2643.jpg,皖A·D06567,141,516,360,102,ccpd_tilt=90_255
2644.jpg,皖A·D08328,160,518,372,99,ccpd_tilt=90_255
2645.jpg,皖A·D89095,178,515,372,98,ccpd_tilt=91_250
2646.jpg,皖A·DB1266,154,437,372,99,ccpd_tilt=91_255
2647.jpg,皖A·D00100,203,515,360,102,ccpd_tilt=92_247
2648.jpg,皖A·D08550,242,433,327,124,ccpd_tilt=95_89
2649.jpg,皖A·DB9727,171,552,368,100,ccpd_tilt=90_242
2650.jpg,皖A·D49894,111,470,368,100,ccpd_tilt=90_255
2651.jpg,皖A·DB6093,186,516,364,101,ccpd_tilt=90_257
2652.jpg,皖A·F10010,137,511,364,100,ccpd_tilt=90_264
2653.jpg,皖A·D19602,151,516,368,100,ccpd_tilt=91_252
2654.jpg,皖A·D19889,169,512,385,95,ccpd_tilt=90_247
2655.jpg,皖A·DB5758,202,499,319,114,ccpd_tilt=94_266
2656.jpg,皖A·D12777,135,569,424,86,ccpd_tilt=90_255
2657.jpg,皖A·D44460,204,506,335,110,ccpd_tilt=87_269
2658.jpg,皖A·D17888,138,518,399,92,ccpd_tilt=90_254
2659.jpg,皖A·D52566,163,478,399,92,ccpd_tilt=90_254
2660.jpg,皖A·D30173,199,478,381,96,ccpd_tilt=90_261
2661.jpg,皖A·D93797,180,530,381,97,ccpd_tilt=92_224
2662.jpg,皖A·DC5873,177,516,404,91,ccpd_tilt=90_254
2663.jpg,皖A·D51221,186,511,332,110,ccpd_tilt=91_268
2664.jpg,皖A·D16000,162,554,353,104,ccpd_tilt=89_269
2665.jpg,皖A·F02988,189,517,353,104,ccpd_tilt=91_247
2666.jpg,皖A·D45520,129,505,409,90,ccpd_tilt=90_262
2667.jpg,皖A·D88451,146,541,430,86,ccpd_tilt=90_240
2668.jpg,皖A·DB8636,157,505,390,94,ccpd_tilt=90_245
2669.jpg,皖A·D32872,180,505,377,97,ccpd_tilt=91_260
2670.jpg,皖A·D97798,197,467,329,111,ccpd_tilt=88_268
2671.jpg,皖A·D76990,144,549,329,111,ccpd_tilt=92_253
2672.jpg,皖A·F00285,205,547,339,108,ccpd_tilt=90_269
2673.jpg,皖A·F17788,156,507,346,106,ccpd_tilt=88_262
2674.jpg,皖A·D00518,169,552,346,106,ccpd_tilt=88_265
2675.jpg,皖A·D69669,193,502,346,106,ccpd_tilt=92_261
2676.jpg,皖A·D09485,212,439,294,138,ccpd_tilt=98_255
2677.jpg,皖A·D10004,168,505,361,102,ccpd_tilt=92_250
2678.jpg,皖A·D16688,185,509,361,102,ccpd_tilt=92_258
2679.jpg,皖A·D32696,164,485,395,93,ccpd_tilt=90_258
2680.jpg,皖A·D83699,224,469,326,113,ccpd_tilt=90_255
2681.jpg,皖A·D10121,197,507,326,113,ccpd_tilt=94_253
2682.jpg,皖A·F07580,167,513,369,99,ccpd_tilt=91_257
2683.jpg,皖A·D45516,170,506,365,101,ccpd_tilt=89_249
2684.jpg,皖A·DC3882,180,516,365,101,ccpd_tilt=90_258
2685.jpg,皖A·D00518,161,560,365,100,ccpd_tilt=90_263
2686.jpg,皖A·D12929,203,549,300,122,ccpd_tilt=87_250
2687.jpg,皖A·F08968,155,468,350,105,ccpd_tilt=89_251
2688.jpg,皖A·D29377,191,511,350,105,ccpd_tilt=90_247
2689.jpg,皖A·D61201,136,550,336,109,ccpd_tilt=90_262
2690.jpg,皖A·D25955,214,511,336,109,ccpd_tilt=90_90
2691.jpg,皖A·D43900,148,470,350,105,ccpd_tilt=91_252
2692.jpg,皖A·D11105,187,506,336,110,ccpd_tilt=91_266
2693.jpg,皖A·D80706,140,504,343,107,ccpd_tilt=88_90
2694.jpg,皖A·D02808,131,522,382,96,ccpd_tilt=91_260
2695.jpg,皖A·D12777,143,516,431,85,ccpd_tilt=90_258
2696.jpg,皖A·D41988,158,520,410,90,ccpd_tilt=90_258
2697.jpg,皖A·D17188,173,543,410,90,ccpd_tilt=91_259
2698.jpg,皖A·D16880,158,511,391,94,ccpd_tilt=89_250
2699.jpg,皖A·D10018,186,559,354,104,ccpd_tilt=91_262
2700.jpg,皖A·D02822,140,553,354,104,ccpd_tilt=92_255
2701.jpg,皖A·DC0692,137,554,333,111,ccpd_tilt=92_254
2702.jpg,皖A·F00166,197,466,320,127,ccpd_tilt=98_102
2703.jpg,皖A·D12688,215,391,271,150,ccpd_tilt=103_249
2704.jpg,皖A·F18866,168,507,358,103,ccpd_tilt=91_243
2705.jpg,皖G·D13333,154,550,358,103,ccpd_tilt=92_248
2706.jpg,皖A·D55644,143,549,347,106,ccpd_tilt=90_257
2707.jpg,皖A·D15998,181,506,330,112,ccpd_tilt=87_260
2708.jpg,皖A·D58582,164,509,374,99,ccpd_tilt=90_254
2709.jpg,皖A·D97098,198,513,340,108,ccpd_tilt=91_251
2710.jpg,皖A·D49590,188,505,340,108,ccpd_tilt=92_257
2711.jpg,皖B·F06758,177,511,362,101,ccpd_tilt=92_259
2712.jpg,皖A·D02821,223,410,216,188,ccpd_tilt=115_68
2713.jpg,皖A·D99923,196,526,387,95,ccpd_tilt=90_255
2714.jpg,皖A·D33216,156,509,366,101,ccpd_tilt=90_257
2715.jpg,沪A·DE6010,161,473,366,101,ccpd_tilt=91_261
2716.jpg,皖A·D10121,137,548,327,112,ccpd_tilt=90_254
2717.jpg,皖A·D47716,159,544,327,113,ccpd_tilt=93_250
2718.jpg,皖A·F00797,121,531,401,92,ccpd_tilt=90_238
2719.jpg,皖A·D02808,120,509,401,92,ccpd_tilt=90_249
2720.jpg,皖A·D19096,137,515,401,92,ccpd_tilt=91_226
2721.jpg,皖A·D53777,199,512,351,105,ccpd_tilt=90_242
2722.jpg,皖A·DB7988,105,496,416,89,ccpd_tilt=90_245
2723.jpg,皖A·D81682,145,505,351,105,ccpd_tilt=91_250
2724.jpg,苏C·D02912,128,448,406,91,ccpd_tilt=90_247
2725.jpg,皖A·D00768,155,544,411,90,ccpd_tilt=90_237
2726.jpg,皖A·D79328,194,507,321,115,ccpd_tilt=92_261
2727.jpg,皖A·D29878,234,464,318,116,ccpd_tilt=85_260
2728.jpg,皖A·D13818,171,516,355,104,ccpd_tilt=88_256
2729.jpg,皖A·D47277,184,512,355,104,ccpd_tilt=90_260
2730.jpg,皖A·D61338,177,550,355,104,ccpd_tilt=90_266
2731.jpg,皖A·F01718,186,512,355,104,ccpd_tilt=90_267
2732.jpg,皖A·D44437,79,480,355,104,ccpd_tilt=92_267
2733.jpg,皖A·D13145,181,507,379,98,ccpd_tilt=89_261
2734.jpg,皖A·D15553,194,478,379,97,ccpd_tilt=90_250
2735.jpg,皖A·F08887,151,469,334,111,ccpd_tilt=93_244
2736.jpg,皖A·D12777,140,501,444,83,ccpd_tilt=90_255
2737.jpg,皖A·D49666,143,513,359,103,ccpd_tilt=91_258
2738.jpg,皖A·D29292,171,523,375,98,ccpd_tilt=90_266
2739.jpg,皖A·F05375,188,517,388,95,ccpd_tilt=90_235
2740.jpg,皖A·D33667,227,506,348,106,ccpd_tilt=91_256
2741.jpg,皖A·D18002,158,506,363,102,ccpd_tilt=90_265
2742.jpg,皖A·F00234,187,512,341,108,ccpd_tilt=90_267
2743.jpg,皖A·D43456,190,506,363,102,ccpd_tilt=91_237
2744.jpg,皖A·D41988,187,469,363,102,ccpd_tilt=91_260
2745.jpg,皖A·D67879,173,550,371,100,ccpd_tilt=91_256
2746.jpg,皖A·D04958,225,505,331,112,ccpd_tilt=91_265
2747.jpg,皖A·F15127,220,586,331,112,ccpd_tilt=92_269
2748.jpg,皖A·D45861,145,506,331,112,ccpd_tilt=94_256
2749.jpg,皖A·D82599,167,567,402,92,ccpd_tilt=90_259
2750.jpg,皖A·D19979,205,418,272,149,ccpd_tilt=101_244
2751.jpg,皖A·D15566,159,502,412,90,ccpd_tilt=90_241
2752.jpg,皖A·D18217,192,505,328,113,ccpd_tilt=94_260
2753.jpg,皖A·D33667,120,505,328,113,ccpd_tilt=94_261
2754.jpg,皖A·D45889,168,553,384,97,ccpd_tilt=90_259
2755.jpg,皖A·F05992,166,552,352,105,ccpd_tilt=91_257
2756.jpg,皖A·D66929,208,507,352,105,ccpd_tilt=92_242
2757.jpg,皖A·D06565,164,506,352,105,ccpd_tilt=93_259
2758.jpg,皖A·F04455,114,502,325,114,ccpd_tilt=85_251
2759.jpg,皖A·D85119,189,548,338,109,ccpd_tilt=92_269
2760.jpg,皖A·DC7751,270,548,345,107,ccpd_tilt=92_261
2761.jpg,皖A·D19788,103,547,345,107,ccpd_tilt=93_258
2762.jpg,皖A·D19830,173,549,319,116,ccpd_tilt=87_263
2763.jpg,皖A·D19760,193,507,356,104,ccpd_tilt=88_258
2764.jpg,皖A·F07313,219,523,380,97,ccpd_tilt=90_248
2765.jpg,皖A·D55539,176,509,356,104,ccpd_tilt=91_262
2766.jpg,皖A·D13699,175,513,356,104,ccpd_tilt=92_251
2767.jpg,皖A·F00708,166,483,398,93,ccpd_tilt=90_250
2768.jpg,皖A·F00677,234,505,335,111,ccpd_tilt=91_267
2769.jpg,皖A·D25955,205,513,376,98,ccpd_tilt=90_262
2770.jpg,皖A·D61066,191,549,360,103,ccpd_tilt=92_245
2771.jpg,皖A·D62208,204,483,389,95,ccpd_tilt=90_260
2772.jpg,皖A·D09618,192,430,322,127,ccpd_tilt=84_273
2773.jpg,皖A·D32872,138,507,372,100,ccpd_tilt=88_252
2774.jpg,皖A·D29878,185,511,372,99,ccpd_tilt=88_262
2775.jpg,皖A·F16666,180,518,372,100,ccpd_tilt=89_267
2776.jpg,皖A·D00657,163,493,403,92,ccpd_tilt=90_255
2777.jpg,皖A·D75258,130,526,403,92,ccpd_tilt=90_257
2778.jpg,皖A·D26629,188,518,364,102,ccpd_tilt=90_265
2779.jpg,皖A·D15757,184,517,349,106,ccpd_tilt=90_240
2780.jpg,皖A·D57787,174,509,368,101,ccpd_tilt=90_268
2781.jpg,皖A·D11215,132,538,418,89,ccpd_tilt=90_252
2782.jpg,皖A·D86766,166,549,342,108,ccpd_tilt=90_259
2783.jpg,皖A·D44333,117,536,408,91,ccpd_tilt=89_257
2784.jpg,皖A·D16588,122,486,413,90,ccpd_tilt=90_252
2785.jpg,皖A·D10326,175,504,385,96,ccpd_tilt=90_266
2786.jpg,皖A·D65375,92,516,394,94,ccpd_tilt=90_254
2787.jpg,皖A·D07478,214,408,269,152,ccpd_tilt=100_251
2788.jpg,皖A·D12888,183,544,353,106,ccpd_tilt=93_245
2789.jpg,皖A·D88091,160,501,311,119,ccpd_tilt=89_257
2790.jpg,皖A·D00208,213,507,339,110,ccpd_tilt=90_249
2791.jpg,皖A·D82667,252,513,339,109,ccpd_tilt=92_255
2792.jpg,皖A·D45987,175,550,346,107,ccpd_tilt=91_256
2793.jpg,皖A·D45789,160,479,381,97,ccpd_tilt=91_226
2794.jpg,皖A·DA9281,212,516,381,97,ccpd_tilt=91_265
2795.jpg,苏C·D05332,152,544,399,94,ccpd_tilt=91_258
2796.jpg,皖A·F00968,135,513,357,104,ccpd_tilt=92_248
2797.jpg,皖A·F06789,236,467,323,115,ccpd_tilt=93_264
2798.jpg,皖A·D42557,182,504,320,116,ccpd_tilt=90_266
2799.jpg,皖A·D87386,189,542,390,96,ccpd_tilt=90_255
2800.jpg,皖A·DT1127,204,391,312,132,ccpd_tilt=96_259
2801.jpg,皖A·D09991,97,509,336,111,ccpd_tilt=90_258
2802.jpg,皖A·D48959,208,511,336,110,ccpd_tilt=91_255
2803.jpg,皖A·D12206,192,537,404,92,ccpd_tilt=91_263
2804.jpg,皖A·D12777,177,516,373,100,ccpd_tilt=90_255
2805.jpg,皖A·D52788,140,506,365,102,ccpd_tilt=88_262
2806.jpg,皖A·D56999,161,467,365,102,ccpd_tilt=90_262
2807.jpg,皖A·F18181,194,512,365,101,ccpd_tilt=91_243
2808.jpg,皖A·D44460,131,489,409,91,ccpd_tilt=91_241
2809.jpg,皖A·D61201,177,506,369,101,ccpd_tilt=90_246
2810.jpg,苏C·D07208,183,502,369,100,ccpd_tilt=91_260
2811.jpg,皖A·D29956,166,509,350,107,ccpd_tilt=88_255
2812.jpg,皖A·D02588,127,366,262,157,ccpd_tilt=81_256
2813.jpg,皖A·D77373,214,505,343,108,ccpd_tilt=87_270
2814.jpg,皖A·D23068,163,506,333,112,ccpd_tilt=91_260
2815.jpg,皖A·D10116,174,512,333,111,ccpd_tilt=93_260
2816.jpg,皖A·D62000,119,505,395,94,ccpd_tilt=88_248
2817.jpg,皖A·D56005,202,515,354,105,ccpd_tilt=92_261
2818.jpg,皖A·D45333,142,507,330,113,ccpd_tilt=90_261
2819.jpg,皖A·F01628,202,507,330,113,ccpd_tilt=91_253
2820.jpg,皖B·D27797,180,541,330,113,ccpd_tilt=94_263
2821.jpg,皖A·D11223,247,473,382,98,ccpd_tilt=90_251
