"filename","plate_text","x","y","w","h","legality","plate_type","notes"
"0001.jpg","","7","4","87","36","legal","common","auto_yolo;conf=0.1314"
"2194.jpg","","3","16","82","29","legal","common","auto_yolo;conf=0.0814"
"2195.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2196.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2197.jpg","","2","13","85","31","legal","common","auto_yolo;conf=0.0115"
"2198.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2199.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2200.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2201.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2202.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2203.jpg","","1","39","29","9","legal","common","auto_yolo;conf=0.0119"
"2204.jpg","","19","8","91","31","legal","common","auto_yolo;conf=0.6943"
"2205.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2206.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2207.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2208.jpg","","9","3","88","38","legal","common","auto_yolo;conf=0.0275"
"2209.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2210.jpg","","0","12","83","31","legal","common","auto_yolo;conf=0.0317"
"2211.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2212.jpg","","33","16","91","27","legal","common","auto_yolo;conf=0.0215"
"2213.jpg","","33","16","91","27","legal","common","auto_yolo;conf=0.0134"
"2214.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2215.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2216.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2217.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2218.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2219.jpg","","10","8","85","32","legal","common","auto_yolo;conf=0.0666"
"2220.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2221.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2222.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2223.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2224.jpg","","5","15","86","29","legal","common","auto_yolo;conf=0.2909"
"2225.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2226.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2227.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2228.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2229.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2230.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2231.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2232.jpg","","8","9","87","33","legal","common","auto_yolo;conf=0.4937"
"2233.jpg","","0","14","85","29","legal","common","auto_yolo;conf=0.0431"
"2234.jpg","","14","29","26","9","legal","common","auto_yolo;conf=0.0154"
"2235.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2236.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2237.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2238.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2239.jpg","","8","15","79","26","legal","common","auto_yolo;conf=0.0521"
"2240.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2241.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2242.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2243.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2244.jpg","","10","10","85","31","legal","common","auto_yolo;conf=0.2165"
"2245.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2246.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2247.jpg","","11","8","88","33","legal","common","auto_yolo;conf=0.5181"
"2248.jpg","","6","13","82","30","legal","common","auto_yolo;conf=0.3443"
"2249.jpg","","7","17","85","27","legal","common","auto_yolo;conf=0.1040"
"2250.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2251.jpg","","4","12","87","32","legal","common","auto_yolo;conf=0.1273"
"2252.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2253.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2254.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2255.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2256.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2257.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2258.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2259.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2260.jpg","","40","11","87","35","legal","common","auto_yolo;conf=0.0135"
"2261.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2262.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2263.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2264.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2265.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2266.jpg","","2","14","82","28","legal","common","auto_yolo;conf=0.0574"
"2267.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2268.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2269.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2270.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2271.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2272.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2273.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2274.jpg","","0","8","70","33","legal","common","auto_yolo;conf=0.0141"
"2275.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2276.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2277.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2278.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2279.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2280.jpg","","10","12","83","30","legal","common","auto_yolo;conf=0.4600"
"2281.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2282.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2283.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2284.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2285.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2286.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2287.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2288.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2289.jpg","","51","1","77","35","legal","common","auto_yolo;conf=0.0131"
"2290.jpg","","8","11","88","33","legal","common","auto_yolo;conf=0.0571"
"2291.jpg","","44","13","71","26","legal","common","auto_yolo;conf=0.1386"
"2292.jpg","","6","8","86","36","legal","common","auto_yolo;conf=0.0205"
"2293.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2294.jpg","","7","12","85","31","legal","common","auto_yolo;conf=0.0353"
"2295.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2296.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2297.jpg","","0","14","84","30","legal","common","auto_yolo;conf=0.1801"
"2298.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2299.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2300.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2301.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2302.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2303.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2304.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2305.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2306.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2307.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2308.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2309.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2310.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2311.jpg","","42","13","76","26","legal","common","auto_yolo;conf=0.2506"
"2312.jpg","","9","12","83","28","legal","common","auto_yolo;conf=0.3531"
"2313.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2314.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2315.jpg","","3","6","86","39","legal","common","auto_yolo;conf=0.0532"
"2316.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2317.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2318.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2319.jpg","","2","8","83","34","legal","common","auto_yolo;conf=0.0323"
"2320.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2321.jpg","","6","5","81","42","legal","common","auto_yolo;conf=0.0122"
"2322.jpg","","33","17","88","27","legal","common","auto_yolo;conf=0.0145"
"2323.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2324.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2325.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2326.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2327.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2328.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2329.jpg","","6","6","87","39","legal","common","auto_yolo;conf=0.0448"
"2330.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2331.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2332.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2333.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2334.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2335.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2336.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2337.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2338.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2339.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2340.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2341.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2342.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2343.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2344.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2345.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2346.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2347.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2348.jpg","","4","7","85","38","legal","common","auto_yolo;conf=0.0707"
"2349.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2350.jpg","","1","16","84","29","legal","common","auto_yolo;conf=0.0148"
"2351.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2352.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2353.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2354.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2355.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2356.jpg","","60","3","68","39","legal","common","auto_yolo;conf=0.0510"
"2357.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2358.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2359.jpg","","6","17","83","26","legal","common","auto_yolo;conf=0.0625"
"2360.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2361.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2362.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2363.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2364.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2365.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2366.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2367.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2368.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2369.jpg","","5","12","84","31","legal","common","auto_yolo;conf=0.0234"
"2370.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2371.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2372.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2373.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2374.jpg","","10","9","85","34","legal","common","auto_yolo;conf=0.3252"
"2375.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2376.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2377.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2378.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2379.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2380.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2381.jpg","","10","7","85","33","legal","common","auto_yolo;conf=0.1589"
"2382.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2383.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2384.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2385.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2386.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2387.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2388.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2389.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2390.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2391.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2392.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2393.jpg","","0","14","83","30","legal","common","auto_yolo;conf=0.0107"
"2394.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2395.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2396.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2397.jpg","","7","7","87","36","legal","common","auto_yolo;conf=0.1946"
"2398.jpg","","38","13","81","26","legal","common","auto_yolo;conf=0.3976"
"2399.jpg","","0","17","79","28","legal","common","auto_yolo;conf=0.0103"
"2400.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2401.jpg","","4","11","84","33","legal","common","auto_yolo;conf=0.0157"
"2402.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2403.jpg","","13","9","85","31","legal","common","auto_yolo;conf=0.1912"
"2404.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2405.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2406.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2407.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2408.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2409.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2410.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2411.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2412.jpg","","0","15","88","28","legal","common","auto_yolo;conf=0.2145"
"2413.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2414.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2415.jpg","","6","13","85","29","legal","common","auto_yolo;conf=0.2308"
"2416.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2417.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2418.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2419.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2420.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2421.jpg","","5","7","80","35","legal","common","auto_yolo;conf=0.0329"
"2422.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2423.jpg","","9","14","86","30","legal","common","auto_yolo;conf=0.0381"
"2424.jpg","","10","12","83","29","legal","common","auto_yolo;conf=0.3720"
"2425.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2426.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2427.jpg","","8","14","80","27","legal","common","auto_yolo;conf=0.3277"
"2428.jpg","","0","8","63","36","legal","common","auto_yolo;conf=0.0201"
"2429.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2430.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2431.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2432.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2433.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2434.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2435.jpg","","6","9","85","32","legal","common","auto_yolo;conf=0.3472"
"2436.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2437.jpg","","7","13","88","27","legal","common","auto_yolo;conf=0.0150"
"2438.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2439.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2440.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2441.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2442.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2443.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2444.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2445.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2446.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2447.jpg","","0","13","85","29","legal","common","auto_yolo;conf=0.2789"
"2448.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2449.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2450.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2451.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2452.jpg","","34","3","87","39","legal","common","auto_yolo;conf=0.0121"
"2453.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2454.jpg","","10","8","87","35","legal","common","auto_yolo;conf=0.1556"
"2455.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2456.jpg","","5","20","84","23","legal","common","auto_yolo;conf=0.3889"
"2457.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2458.jpg","","0","12","81","31","legal","common","auto_yolo;conf=0.1074"
"2459.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2460.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2461.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2462.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2463.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2464.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2465.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2466.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2467.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2468.jpg","","9","6","88","39","legal","common","auto_yolo;conf=0.0101"
"2469.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2470.jpg","","33","11","90","32","legal","common","auto_yolo;conf=0.1077"
"2471.jpg","","32","11","91","30","legal","common","auto_yolo;conf=0.0292"
"2472.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2473.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2474.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2475.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2476.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2477.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2478.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2479.jpg","","38","4","83","38","legal","common","auto_yolo;conf=0.0782"
"2480.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2481.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2482.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2483.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2484.jpg","","33","12","87","28","legal","common","auto_yolo;conf=0.0121"
"2485.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2486.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2487.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2488.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2489.jpg","","47","17","77","24","legal","common","auto_yolo;conf=0.0271"
"2490.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2491.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2492.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2493.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2494.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2495.jpg","","35","14","83","25","legal","common","auto_yolo;conf=0.0145"
"2496.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2497.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2498.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2499.jpg","","30","11","91","32","legal","common","auto_yolo;conf=0.0351"
"2500.jpg","","4","4","85","37","legal","common","auto_yolo;conf=0.0185"
"2501.jpg","","14","7","88","35","legal","common","auto_yolo;conf=0.2739"
"2502.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2503.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2504.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2505.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2506.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2507.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2508.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2509.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2510.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2511.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2512.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2513.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2514.jpg","","40","13","72","25","legal","common","auto_yolo;conf=0.1477"
"2515.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2516.jpg","","7","15","85","26","legal","common","auto_yolo;conf=0.0565"
"2517.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2518.jpg","","11","20","87","22","legal","common","auto_yolo;conf=0.5349"
"2519.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2520.jpg","","5","6","84","40","legal","common","auto_yolo;conf=0.0198"
"2521.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2522.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2523.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2524.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2525.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2526.jpg","","14","9","85","31","legal","common","auto_yolo;conf=0.0219"
"2527.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2528.jpg","","16","0","32","9","legal","common","auto_yolo;conf=0.0110"
"2529.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2530.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2531.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2532.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2533.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2534.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2535.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2536.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2537.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2538.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2539.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2540.jpg","","4","12","88","31","legal","common","auto_yolo;conf=0.0259"
"2541.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2542.jpg","","12","13","83","30","legal","common","auto_yolo;conf=0.2022"
"2543.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2544.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2545.jpg","","6","7","88","36","legal","common","auto_yolo;conf=0.2508"
"2546.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2547.jpg","","6","7","84","37","legal","common","auto_yolo;conf=0.0713"
"2548.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2549.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2550.jpg","","5","4","88","37","legal","common","auto_yolo;conf=0.0824"
"2551.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2552.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2553.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2554.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2555.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2556.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2557.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2558.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
"2559.jpg","","0","0","0","0","unknown","unknown","no_det;conf=0.0000"
